date,close,volume,open,high,low
2017-09-28 00:00:00,339.6,5309779.0000,339.88,342.75,335.4
2017-09-29 00:00:00,341.1,5099051.0000,341.86,344.68,338.601
2017-10-02 00:00:00,341.53,5227547.0000,342.52,343.7,335.51
2017-10-03 00:00:00,348.14,10122550.0000,335.9,348.55,331.28
2017-10-04 00:00:00,355.01,8147995.0000,351.25,358.62,349.6
2017-10-05 00:00:00,355.33,4167913.0000,356.0,357.435,351.35
2017-10-06 00:00:00,356.88,4272866.0000,353.1,360.0992,352.25
2017-10-09 00:00:00,342.94,7461461.0000,349.65,351.75,342.67
2017-10-10 00:00:00,355.59,6972263.0000,346.8,355.63,345.5305
2017-10-11 00:00:00,354.6,4494733.0000,353.89,357.6,351.15
2017-10-12 00:00:00,355.68,4073552.0000,352.95,359.78,352.64
2017-10-13 00:00:00,355.57,3538807.0000,356.98,358.49,353.68
2017-10-16 00:00:00,350.6,5373090.0000,353.76,354.48,347.16
2017-10-17 00:00:00,355.75,3290290.0000,350.91,356.22,350.07
2017-10-18 00:00:00,359.65,4936024.0000,355.97,363.0,354.13
2017-10-19 00:00:00,351.81,5055715.0000,355.56,357.1465,348.2
2017-10-20 00:00:00,345.1,4925657.0000,352.69,354.55,344.34
2017-10-23 00:00:00,337.02,5739598.0000,349.88,349.95,336.25
2017-10-24 00:00:00,337.34,4485692.0000,338.8,342.8,336.16
2017-10-25 00:00:00,325.84,8583619.0000,336.7,337.5,323.56
2017-10-26 00:00:00,326.17,5010087.0000,327.78,330.23,323.2
2017-10-27 00:00:00,320.87,6968365.0000,319.75,324.59,316.66
2017-10-30 00:00:00,320.08,4247619.0000,319.18,323.78,317.25
2017-10-31 00:00:00,331.53,5650062.0000,320.23,331.95,320.18
2017-11-01 00:00:00,321.08,8242487.0000,332.25,332.6089,320.26
2017-11-02 00:00:00,299.26,19771280.0000,300.13,308.69,292.63
2017-11-03 00:00:00,306.09,8885933.0000,299.5,306.25,295.13
2017-11-06 00:00:00,302.78,6480689.0000,307.0,307.5,299.01
2017-11-07 00:00:00,306.05,5284844.0000,301.02,306.5,300.03
2017-11-08 00:00:00,304.39,4725355.0000,305.5,306.89,301.3001
2017-11-09 00:00:00,302.99,5440173.0000,302.5,304.46,296.3
2017-11-10 00:00:00,302.99,4621080.0000,302.5,308.36,301.85
2017-11-13 00:00:00,315.4,7565242.0000,300.13,316.8,299.11
2017-11-14 00:00:00,308.7,5661904.0000,315.0,316.35,306.9
2017-11-15 00:00:00,311.3,5951835.0000,306.01,312.49,301.5
2017-11-16 00:00:00,312.5,5794409.0000,313.99,318.14,311.3
2017-11-17 00:00:00,315.05,13720830.0000,325.67,326.67,313.15
2017-11-20 00:00:00,308.74,8241821.0000,313.79,315.5,304.75
2017-11-21 00:00:00,317.81,7256381.0000,310.86,318.23,308.71
2017-11-22 00:00:00,312.6,4913283.0000,316.77,317.42,311.84
